,time,open_price,high_price,low_price,close_price,volume
336,2022-04-15 06:00:00,40148.58,40840.0,39948.34,40469.61,603.67806682
337,2022-04-14 06:00:00,41148.61,41324.73,39563.77,40148.58,916.83329193
338,2022-04-13 06:00:00,39731.63,41550.87,39644.7,41148.61,1023.65951378
339,2022-04-12 06:00:00,40620.0,40630.91,39271.84,39731.63,1011.8109948
340,2022-04-11 06:00:00,41141.4,41203.58,39215.0,40620.0,1792.32666449
341,2022-04-10 06:00:00,42589.85,43429.78,40931.76,41141.4,908.58823866
342,2022-04-09 06:00:00,42520.02,42900.0,42207.93,42589.85,308.04779865
343,2022-04-08 06:00:00,43164.27,43988.14,42104.92,42520.02,941.88055447
344,2022-04-07 06:00:00,43546.77,43973.12,43023.48,43164.27,636.15856911
345,2022-04-06 06:00:00,44775.37,44975.64,42750.0,43546.77,1668.49868889
346,2022-04-05 06:00:00,46779.64,46864.0,44367.86,44775.37,1053.97462329
347,2022-04-04 06:00:00,46007.21,47183.93,45123.9,46779.64,1021.10259692
348,2022-04-03 06:00:00,46409.2,47450.0,45760.0,46007.21,700.25734761
349,2022-04-02 06:00:00,46747.56,46955.8,45565.48,46409.2,401.90945564
350,2022-04-01 06:00:00,45263.72,47206.57,45263.72,46747.56,831.16332222
351,2022-03-31 06:00:00,47421.06,47636.87,44248.0,45263.72,1056.5150337
352,2022-03-30 06:00:00,47330.68,47713.72,46853.86,47421.06,665.29840825
353,2022-03-29 06:00:00,47875.36,48042.18,46546.15,47330.68,756.89340568
354,2022-03-28 06:00:00,47234.17,48217.83,46877.88,47875.36,1164.64357285
355,2022-03-27 06:00:00,44463.2,47611.55,44461.37,47234.17,1055.72732115
356,2022-03-26 06:00:00,44391.91,44947.66,44158.46,44463.2,366.29440383
357,2022-03-25 06:00:00,44869.62,45124.14,44035.5,44391.91,805.00891584
358,2022-03-24 06:00:00,42838.58,44947.38,42616.51,44869.62,1090.31232161
359,2022-03-23 06:00:00,42396.13,43490.32,41976.31,42838.58,1111.38621001
360,2022-03-22 06:00:00,42983.63,43232.47,41777.0,42396.13,966.56131457
361,2022-03-21 06:00:00,41243.07,43359.99,40773.48,42983.63,1398.38803246
362,2022-03-20 06:00:00,41687.52,41698.43,40529.07,41243.07,503.16730162
363,2022-03-19 06:00:00,41888.88,42400.0,41350.0,41687.52,332.35969435
364,2022-03-18 06:00:00,40466.85,42350.0,40332.75,41888.88,913.91116548
